"9Online","9District","9Age","9Income","9Tenure","9Profit","0Profit"
0,1200,NA,NA,4.58,-20,NA
0,1200,NA,NA,9.91,727,NA
1,1200,NA,NA,13.58,-1,NA
0,1200,7,7,28.41,991,731
0,1200,3,1,11,23,-17
0,1200,NA,NA,5.08,-31,NA
0,1200,7,5,12.41,-133,-68
0,1200,2,7,3.91,33,17
0,1200,4,7,3,13,-9
0,1200,5,6,11.16,224,243
0,1200,NA,NA,16.58,458,88
0,1200,3,6,2.66,68,89
1,1200,2,9,3.75,-19,-23
0,1200,4,6,21.33,142,NA
1,1200,2,4,15.66,475,NA
0,1200,6,9,31.5,156,243
0,1200,3,7,9.41,554,546
0,1200,NA,NA,5.58,0,0
0,1200,5,3,1.41,-46,-38
0,1100,7,2,3.41,68,-31
0,1100,NA,NA,3.75,31,212
0,1300,6,4,10.08,111,197
0,1200,2,6,6.91,-64,NA
0,1200,NA,NA,0.83,1,NA
0,1200,2,7,10.66,-1,-1
1,1200,NA,NA,23.91,20,540
0,1100,1,3,4.33,-109,-57
0,1100,4,7,19.33,645,2349
0,1200,6,6,21.5,-24,158
0,1300,6,2,14,-6,71
0,1300,7,2,29.58,347,-9
1,1200,3,8,5.33,273,NA
0,1200,4,1,9.75,-3,0
0,1200,3,8,9.5,141,140
0,1200,3,NA,4.33,-3,-3
0,1200,4,9,10.25,84,17
0,1200,5,7,31.5,108,320
0,1200,4,5,16.66,284,315
0,1200,NA,NA,2.75,-27,-24
0,1100,4,4,0.58,94,246
0,1200,4,3,8.33,281,381
0,1200,4,NA,9.08,101,114
0,1200,NA,NA,7.25,-36,NA
1,1300,2,3,2.83,-108,-34
0,1200,5,9,6.91,155,125
0,1200,5,7,4.66,37,-30
0,1200,NA,NA,1.75,-27,-30
0,1200,6,6,30.08,564,181
0,1200,NA,NA,27.58,-57,-61
1,1200,3,8,7.58,-77,NA
0,1200,1,1,1.75,-9,-22
0,1200,2,4,9.58,109,166
1,1200,2,4,2,-69,-19
0,1200,4,6,6.16,-24,1
0,1200,6,6,30.83,-58,-47
0,1200,5,9,4.41,554,509
0,1300,4,6,19.16,-4,NA
0,1200,NA,NA,6.75,-12,NA
0,1100,3,4,1.08,10,10
0,1100,4,5,6,-2,-2
0,1200,4,8,2.41,17,-35
0,1200,2,6,7.83,163,15
0,1200,3,3,4.5,197,NA
0,1100,3,1,1.41,413,326
0,1200,4,5,16.5,45,13
0,1200,3,9,13.66,-136,-252
1,1200,3,4,7.25,129,164
0,1200,4,7,16.33,189,159
0,1200,NA,NA,10.16,4,5
0,1300,NA,NA,11.5,543,601
0,1200,7,7,17.83,336,452
0,1200,3,7,2.83,4,-14
0,1200,3,6,4.33,-158,-152
0,1200,NA,NA,13.5,-3,-17
0,1200,7,6,34.33,409,-51
0,1200,NA,NA,1.16,-13,55
0,1200,3,3,2.25,-7,-21
0,1200,5,6,3.83,-62,-26
0,1200,6,6,31.58,-100,-110
1,1200,5,9,6.5,-24,-62
0,1200,NA,NA,31.91,-72,NA
0,1300,NA,NA,3.08,-35,-106
0,1200,NA,NA,15,19,NA
0,1200,1,1,2.41,167,159
0,1200,1,6,0.58,-49,-49
0,1300,2,3,2.66,26,-24
0,1100,4,6,2.5,290,208
0,1200,5,9,30.58,1290,744
0,1200,6,1,5.16,-4,-20
0,1200,2,3,9.25,-44,172
0,1200,NA,NA,7,-17,-21
0,1100,NA,NA,11,-9,-10
0,1200,2,1,5.25,384,269
0,1200,3,6,8.91,40,4
0,1200,4,6,3.16,-34,-42
0,1200,6,9,26.91,53,199
0,1200,1,7,2.91,-22,-36
0,1200,2,3,4,134,112
0,1200,6,5,12.08,-17,-21
0,1200,5,6,22.58,-96,153
1,1200,3,8,1.91,-64,-18
0,1200,NA,NA,25.33,550,608
0,1200,7,6,24.16,691,637
0,1200,NA,NA,20.83,152,NA
0,1200,6,3,1,-54,NA
0,1200,6,6,15.58,258,-3
0,1200,NA,NA,30.08,-154,-139
0,1200,4,4,0.25,-29,0
0,1200,4,6,7,145,39
0,1200,7,3,16.08,379,488
1,1300,NA,NA,4.91,47,NA
0,1200,4,9,2.08,-59,-19
0,1200,NA,NA,14.75,-2,NA
0,1100,4,4,23.41,249,141
1,1200,4,9,15.75,630,446
0,1100,7,1,0.66,216,441
0,1200,7,7,27.66,183,199
0,1100,NA,NA,5.75,-22,-30
0,1200,5,6,24.41,-47,-27
0,1300,NA,NA,5.66,5,NA
0,1200,NA,NA,1.16,-27,-30
0,1200,3,5,10.33,558,567
0,1200,6,3,15.66,170,-49
0,1300,2,3,1.58,-93,-167
1,1200,3,7,6.5,107,163
0,1200,5,3,11.83,-71,-72
0,1200,3,6,3.33,-53,-30
0,1200,NA,NA,7.58,211,NA
0,1200,6,3,12.33,715,119
0,1200,3,3,8.16,-94,-74
0,1200,6,6,13.25,-189,-102
1,1300,6,4,4.58,112,NA
0,1100,6,2,15.58,521,958
0,1200,4,9,11.66,-52,43
1,1200,5,6,4.08,2,-33
0,1200,3,9,13.66,611,523
0,1200,5,7,14.41,417,814
0,1200,7,6,13.16,269,276
0,1200,4,6,16.16,-39,-34
0,1200,2,5,1.91,-58,-84
0,1200,1,6,1.83,7,-34
0,1200,NA,NA,17.33,-112,NA
0,1200,4,8,16.08,14,23
0,1200,6,3,0.58,-31,NA
0,1300,NA,NA,2.5,-55,NA
0,1300,3,6,1.41,76,69
0,1200,NA,NA,3.58,17,NA
0,1200,6,7,3.83,-100,-72
0,1300,4,9,7.41,673,287
1,1200,2,6,5.91,-178,-179
0,1100,3,6,2.58,280,165
0,1200,2,9,3.66,127,-70
0,1300,3,4,8,120,289
1,1200,NA,NA,1.41,178,NA
0,1200,NA,5,6.41,11,25
1,1200,4,7,7.41,205,211
1,1200,4,7,17.16,-11,-15
0,1200,6,9,4.91,446,602
0,1300,4,6,6.25,74,22
0,1200,3,6,10.66,122,126
0,1300,4,7,5.5,234,254
1,1200,2,3,6.16,4,NA
0,1200,3,1,1.58,-1,1
0,1200,2,4,12.83,-31,NA
1,1100,NA,NA,15,-25,17
0,1200,4,3,14.66,347,541
0,1200,3,8,22.16,-121,43
0,1200,7,4,2.75,65,-26
1,1300,3,6,4.75,148,3
1,1200,NA,NA,0.41,-23,52
0,1200,4,5,16.66,61,-33
0,1300,4,6,11.58,-31,-16
0,1200,2,4,4.25,-83,NA
0,1200,NA,NA,4.33,22,9
0,1200,NA,NA,14.33,-89,NA
0,1200,3,9,18.08,150,204
0,1300,NA,NA,9.08,-20,NA
1,1200,NA,NA,0.58,-10,-106
0,1200,2,1,7.25,-36,-51
0,1200,2,5,2.16,-58,85
0,1200,7,3,22.08,129,80
0,1300,NA,NA,2,-90,NA
0,1200,NA,NA,1.83,11,NA
0,1200,5,8,17.66,-127,-73
1,1200,2,7,7.33,248,227
0,1200,3,8,9.75,149,NA
0,1200,2,6,3.91,40,206
0,1200,2,6,0.66,-36,-8
0,1300,NA,NA,17.58,90,86
0,1200,5,2,20.83,91,295
0,1200,NA,NA,0.58,248,320
0,1100,5,7,5.25,-112,-91
0,1200,2,8,6.83,-147,-179
0,1200,4,6,6.75,-2,-45
0,1200,4,3,9.66,2,28
0,1300,5,5,25.66,-70,-105
0,1200,7,6,26.75,73,55
0,1200,NA,NA,3.58,156,NA
0,1200,2,6,6.41,223,224
0,1300,NA,NA,1.33,-24,NA
1,1200,2,9,9.33,594,1152
0,1200,6,8,28.16,613,700
0,1200,NA,4,2.66,-42,-63
0,1200,3,6,5.66,-63,NA
0,1200,5,5,22.25,51,125
0,1200,4,4,14.58,-58,47
0,1200,NA,NA,5.91,69,-83
0,1200,3,1,1.33,-40,-50
0,1200,7,1,15.33,86,186
0,1200,NA,NA,12.25,-9,-102
0,1200,NA,NA,1.75,4,85
0,1200,NA,NA,5.33,7,-3
0,1200,4,6,7.58,216,120
0,1200,6,5,11.08,89,102
0,1200,NA,NA,1.16,-34,-15
0,1300,NA,NA,5.16,-12,NA
0,1200,3,8,6,-43,-35
0,1200,NA,NA,2.16,313,221
0,1200,5,7,3.41,0,-23
0,1200,1,3,4.5,-19,-45
0,1300,4,9,1.58,0,NA
1,1200,2,2,14.5,30,-31
0,1100,1,6,22.33,-98,-97
0,1200,6,1,17.33,-102,-112
0,1300,2,1,0.66,-19,-29
1,1100,5,4,11.66,134,243
0,1200,2,3,2.16,-22,133
1,1300,NA,NA,0.83,-28,-35
0,1200,4,1,21.41,-71,-70
0,1200,7,3,11.5,189,218
0,1200,7,5,9.41,82,80
0,1200,NA,NA,4.58,12,209
0,1100,5,5,29.91,-22,-47
0,1200,4,7,1.33,4,1
0,1300,5,7,14,99,287
0,1200,3,7,6.58,186,34
0,1200,3,6,1.08,-96,44
1,1200,NA,NA,10.25,-3,14
0,1300,NA,1,2.5,-106,-101
0,1200,3,7,9.91,148,170
0,1200,NA,NA,3.33,17,NA
0,1200,3,6,7.08,-79,-10
0,1200,NA,NA,13.08,912,523
0,1200,NA,NA,2.83,0,-1
0,1300,3,7,9.08,247,279
0,1200,1,1,0.41,-34,16
0,1200,2,9,5.91,547,412
0,1200,NA,NA,0.91,50,-67
0,1200,2,7,7.33,2,8
0,1200,7,8,19.66,1061,303
0,1300,2,3,4.41,-7,-23
0,1200,7,3,20.5,-19,-52
0,1200,7,3,15,-7,NA
0,1200,NA,6,6.83,71,69
0,1200,NA,NA,0.41,-43,-8
0,1200,3,NA,0.66,912,307
0,1200,7,9,20.75,9,3
0,1200,4,6,7.41,118,124
0,1200,3,9,6.25,-35,-28
1,1200,4,6,13.08,-29,4
0,1200,7,1,26.91,67,61
0,1200,4,7,7.33,-38,-26
0,1200,6,3,0.83,-36,5
0,1200,2,4,5.08,24,27
0,1200,3,2,7.83,-5,-16
0,1200,3,9,5.83,50,87
0,1200,3,6,1.66,-30,-29
0,1200,5,8,3.33,-68,13
0,1300,7,3,17.16,-21,130
0,1200,NA,NA,0.83,-18,NA
0,1100,4,4,3.66,203,NA
0,1200,3,9,14.41,409,349
0,1200,7,5,22.5,161,63
0,1200,4,6,25.41,140,141
0,1200,4,9,11.66,286,815
0,1200,3,4,3,140,215
1,1200,3,1,5.91,79,255
0,1200,4,6,18.91,306,325
0,1200,2,7,10.66,4,NA
1,1200,NA,NA,5,-127,1101
0,1200,5,6,17.58,42,140
0,1200,5,9,20.41,477,519
0,1300,NA,NA,3.91,-7,-1
0,1300,5,2,2.91,-29,-29
1,1100,NA,NA,0.91,36,39
0,1100,6,2,24.25,-18,-134
0,1200,3,6,3.58,84,182
0,1200,7,5,13.08,570,134
0,1200,4,7,17.33,208,241
0,1200,6,6,38.16,211,246
0,1200,4,8,15.41,-41,84
0,1200,4,7,23.5,-35,-50
0,1200,3,9,11.91,800,812
0,1200,NA,NA,5.33,61,NA
0,1200,7,8,9,-16,-4
0,1100,4,8,26.41,316,284
0,1200,NA,NA,9.58,-21,-22
1,1200,2,4,7.16,101,NA
0,1200,NA,NA,3.16,-29,NA
0,1200,3,6,1.75,-4,-2
0,1200,NA,NA,4.5,-3,NA
0,1300,NA,NA,1.5,212,129
0,1200,NA,1,6.75,-195,41
0,1200,NA,NA,3,16,NA
0,1200,NA,NA,4.25,-3,-3
0,1300,NA,NA,2.75,1245,713
0,1200,4,9,13.25,-19,-13
0,1200,3,7,14.16,500,561
0,1200,2,1,3.83,-65,-49
0,1200,NA,NA,7.25,-47,53
0,1200,2,1,4.25,-19,-3
0,1200,3,2,7.33,-31,-31
0,1200,3,5,3.58,16,-56
0,1200,3,9,6.33,1001,1281
0,1200,6,8,18.91,740,201
0,1200,3,9,7.41,481,520
0,1200,7,2,1,184,168
0,1200,3,6,5.66,81,NA
0,1200,3,7,6.33,30,509
0,1200,NA,NA,0.33,-31,NA
0,1200,4,7,3.66,-6,-42
0,1200,4,6,10.41,144,174
0,1200,NA,NA,5,-118,NA
0,1300,NA,NA,6.83,-89,-143
0,1100,2,1,2.5,62,92
0,1200,7,4,12.08,-154,-143
0,1200,2,2,3.66,-18,-12
0,1200,7,3,28.75,27,135
0,1200,NA,NA,9.66,79,NA
1,1200,2,4,9.58,-20,NA
0,1300,3,9,7.75,-26,20
1,1300,NA,NA,5.16,4,NA
0,1200,7,1,10.16,0,527
0,1200,3,6,4.75,-36,337
0,1200,4,8,2.41,270,NA
0,1200,5,7,20.41,78,80
0,1200,5,6,6.83,-49,98
0,1200,5,6,8.5,188,-95
0,1200,5,9,21.83,639,336
0,1300,5,6,13.41,144,45
1,1200,1,5,2.58,-38,NA
0,1200,NA,8,1.91,35,326
0,1200,5,5,10.5,-72,-70
0,1200,NA,NA,13.08,-67,-68
0,1100,2,1,11.83,-61,-49
0,1200,4,9,9.16,-165,-165
1,1200,3,6,7.83,-159,-41
0,1200,NA,NA,1,-14,14
1,1100,6,4,11.58,-36,-7
1,1200,4,9,14.83,0,-42
0,1200,NA,NA,6.58,-28,NA
0,1200,5,9,23.08,18,150
0,1200,NA,NA,1.58,-1,NA
1,1200,4,7,5.91,356,296
0,1200,4,7,9.75,-15,-13
0,1300,5,2,7.75,293,428
0,1200,6,7,4.33,206,392
0,1200,NA,NA,2.25,-6,-49
0,1200,5,7,18.41,196,2
1,1200,3,7,5,-17,23
0,1100,2,7,2.91,-12,-9
0,1200,NA,NA,7.08,75,NA
0,1200,6,4,19.16,1431,1413
0,1200,5,1,5.25,-54,30
0,1200,4,7,8.83,-23,NA
0,1200,NA,NA,4.91,13,13
0,1200,NA,NA,3.66,-83,NA
0,1200,3,4,18.66,-32,71
0,1200,5,5,11.83,28,133
0,1200,3,1,4.83,-22,-44
0,1200,7,8,34.5,579,97
0,1200,5,3,2.91,310,167
0,1200,NA,NA,1.08,6,NA
0,1100,NA,NA,34.33,-23,-4
1,1200,4,7,12.83,133,255
0,1100,3,3,12.08,-90,-60
0,1200,3,NA,2.5,16,11
0,1300,3,3,10.16,68,50
0,1200,4,6,26.66,41,50
0,1200,6,6,15.5,82,151
0,1200,NA,NA,36.83,-53,207
0,1200,3,9,7.41,17,-45
1,1300,NA,NA,5,17,-37
1,1200,2,7,2.66,452,280
0,1200,NA,NA,5.33,-29,-20
0,1200,4,6,2.66,-8,3
1,1200,2,3,2.75,-64,-59
1,1200,2,1,4.25,-95,-22
0,1200,6,8,23.25,593,NA
0,1300,2,1,2.58,-51,86
0,1200,4,6,7.33,24,-28
1,1200,NA,NA,7.25,-54,11
1,1200,5,9,7.25,26,9
1,1200,4,8,7.58,128,49
0,1200,NA,NA,28.25,159,NA
0,1300,6,3,6.5,60,32
0,1200,7,3,2.41,500,668
0,1200,2,1,25.83,-99,-118
1,1100,NA,NA,5.41,103,51
0,1200,NA,NA,31.33,3,-29
0,1200,4,2,16.33,0,93
0,1200,4,9,16,331,73
0,1200,2,8,2.66,-39,-9
0,1200,3,7,4.5,-68,-3
0,1200,4,7,2.58,363,136
0,1200,2,8,5.75,-30,-36
0,1200,2,6,5.91,-7,NA
1,1300,2,8,4.75,-3,10
0,1200,6,6,5.5,96,88
0,1200,NA,NA,5.33,10,10
0,1100,6,4,13.08,-182,87
0,1200,3,4,20.41,143,189
1,1200,4,2,5.66,122,117
0,1200,NA,NA,3.91,-120,-99
1,1100,4,6,6.5,-6,-7
0,1200,2,1,4.25,27,181
0,1200,5,5,31.66,90,61
0,1300,4,7,13.33,-46,-25
0,1200,2,6,3,-34,49
0,1200,NA,NA,2.33,-146,-150
0,1200,NA,NA,2.66,20,-44
0,1200,6,8,28.41,-106,-10
0,1300,7,5,0.41,-19,6
0,1200,NA,NA,18.08,14,13
0,1200,2,7,2.08,-18,-32
0,1300,7,4,24.25,212,366
0,1200,7,4,8.33,590,467
0,1200,NA,NA,0.5,-30,-31
0,1200,3,9,10.58,275,451
1,1200,NA,NA,9,919,697
0,1200,NA,NA,1,1348,1384
0,1200,2,3,10,64,178
0,1200,NA,NA,7.91,76,-7
0,1300,3,1,4.83,-100,-99
0,1200,6,5,20.5,143,53
0,1300,3,6,23.5,646,228
0,1200,5,9,7.25,-190,-200
0,1200,2,4,5,-6,NA
0,1200,3,6,2.58,3,NA
0,1300,4,5,0.33,-24,17
0,1300,3,9,9.91,392,1624
0,1200,4,6,21.66,-67,-93
0,1200,NA,NA,15.41,168,229
0,1200,7,1,13,348,182
0,1200,3,1,3,-7,16
0,1200,4,6,15.16,0,116
0,1200,3,5,14.91,-42,183
0,1300,3,1,32.75,2,-89
0,1200,NA,NA,2.16,5,NA
0,1200,5,9,36,575,1018
0,1200,NA,NA,11.83,162,NA
0,1200,3,5,4.33,-62,177
0,1300,NA,NA,2.41,7,NA
0,1200,3,3,1.91,10,1
0,1200,NA,2,8.58,258,NA
0,1200,4,6,23.83,-102,-108
0,1200,6,3,6.91,140,NA
0,1200,7,3,16,1016,1073
0,1200,2,8,2.5,-9,NA
0,1200,7,2,17.41,245,252
0,1200,3,6,1.33,1224,NA
0,1100,4,6,23.41,24,32
0,1200,4,2,24.58,-51,-61
1,1200,4,7,3.08,-32,50
0,1200,3,6,7.83,81,104
0,1200,NA,NA,8.58,-42,NA
0,1100,NA,NA,5.66,17,-15
1,1200,1,3,2.66,38,207
0,1200,NA,NA,2.25,-25,NA
0,1200,NA,NA,8,26,NA
1,1200,NA,NA,2.16,62,9
0,1200,5,4,4.75,-165,-135
0,1200,6,6,1.91,-43,-23
1,1200,3,9,4.16,88,NA
0,1100,NA,1,22.08,285,178
0,1200,5,5,15.08,142,229
1,1200,3,6,5.75,-141,510
0,1200,NA,NA,2,-60,-16
0,1200,6,6,28.33,-133,-145
0,1200,3,6,22.83,293,604
0,1300,NA,NA,36.08,106,77
1,1200,NA,NA,4.5,-56,-30
0,1300,7,1,12.08,187,157
0,1200,3,7,3.66,-40,181
0,1200,4,6,1.25,-15,185
0,1200,4,7,0.5,-58,15
0,1200,3,6,18.08,-23,88
0,1200,3,6,10.08,2,-6
0,1200,2,1,2.91,195,115
0,1200,NA,NA,2.5,28,NA
0,1200,7,2,15.66,28,33
0,1200,2,7,1.75,163,129
0,1100,5,7,37.83,820,744
0,1200,6,4,19.58,-161,-40
1,1300,3,6,4.41,-31,-20
0,1200,5,3,3.58,47,-123
0,1200,4,9,17.83,291,159
0,1100,3,4,5.91,-44,35
0,1200,NA,NA,8.91,65,146
0,1100,7,4,29.25,439,765
0,1200,4,7,6.5,49,42
0,1200,4,6,16.33,643,646
0,1300,7,7,31.08,14,NA
0,1200,5,8,30.08,685,819
0,1200,2,3,1.75,-65,NA
0,1300,3,3,3.16,-3,2
0,1300,6,4,19.25,-197,-309
0,1100,7,4,18.5,468,NA
0,1200,NA,NA,1.66,11,NA
0,1200,4,5,14.16,59,404
0,1100,2,1,9.41,-164,-64
0,1100,NA,NA,18.83,1359,NA
0,1200,5,7,23.91,12,244
0,1100,4,5,21,223,217
0,1200,NA,NA,1.83,320,47
0,1300,6,6,25.5,716,398
1,1300,NA,NA,3.83,-36,-51
0,1200,2,3,6,-2,-2
0,1200,3,5,8.33,-47,-39
0,1200,6,6,9.5,273,246
0,1200,1,7,0.25,-54,-26
0,1300,4,6,0.33,13,-9
0,1200,NA,NA,19.66,73,0
0,1200,2,9,18.58,288,159
0,1200,4,9,5.41,120,117
1,1200,NA,NA,0.33,-15,NA
0,1200,7,3,21.08,575,489
0,1200,NA,NA,5.41,452,NA
0,1200,5,7,0.75,-29,-30
0,1200,4,9,16.75,15,9
0,1200,4,9,25.41,-99,-90
0,1200,2,7,5.83,-30,-1
0,1300,2,5,6.75,-70,-80
1,1200,4,7,2.5,272,369
0,1200,2,3,1.16,28,-2
0,1200,NA,NA,7.08,73,-1
0,1200,3,3,6.5,-11,NA
0,1200,5,7,10.75,-62,-62
0,1200,7,6,8.58,14,218
0,1200,3,7,11.33,988,1299
0,1300,4,6,16.91,-13,10
0,1100,NA,NA,1.41,485,NA
0,1200,NA,NA,5.08,-67,-1
0,1200,NA,NA,1.16,-39,NA
0,1300,NA,NA,30.91,52,313
1,1200,4,6,13.75,-2,-48
0,1300,4,6,7.91,-60,-60
1,1200,NA,NA,3.83,-2,5
0,1100,4,4,0.33,0,18
0,1100,NA,NA,18.25,-150,NA
0,1200,NA,NA,0.33,-53,-23
0,1200,7,3,34,-118,-80
0,1200,6,4,22.08,-2,9
0,1100,7,1,11,582,98
0,1300,3,6,6.83,-32,-2
0,1200,1,5,7.5,21,87
0,1200,4,7,6.83,144,-162
0,1200,7,7,30.08,374,375
0,1200,NA,NA,9.08,-32,-46
0,1200,6,4,22.83,-84,-128
0,1200,4,5,22.41,-12,5
0,1200,3,5,5.5,23,-67
0,1300,NA,3,0.58,-9,NA
1,1100,5,6,8.16,-61,-37
0,1200,4,9,15.83,-15,134
0,1200,NA,NA,9.5,-43,NA
0,1300,2,3,0.91,-104,-114
0,1300,5,7,16.5,641,140
0,1200,5,6,18.5,-82,-70
0,1100,6,3,4.41,-31,NA
0,1200,5,3,11.58,64,-7
0,1200,NA,NA,6.25,-100,NA
0,1200,NA,NA,5.41,-31,-30
0,1200,7,9,26.91,26,27
0,1300,NA,NA,13.66,4,NA
0,1300,NA,NA,23.25,54,NA
0,1200,3,6,4.33,3,24
0,1200,NA,NA,21.25,47,-55
0,1200,6,1,19.08,473,983
0,1200,NA,NA,2,171,255
0,1300,4,7,8.25,0,1
0,1100,6,6,3.08,68,114
1,1200,4,5,19.16,-111,-129
0,1200,4,6,13.33,353,563
0,1200,5,3,6.58,345,318
0,1300,7,2,21.33,3,4
0,1200,1,6,7.33,-191,-114
0,1200,3,7,10.91,962,603
0,1300,3,5,5.5,-42,-16
1,1200,3,7,9.91,402,376
1,1200,NA,NA,0.5,0,-40
0,1100,3,5,10.75,-126,-99
1,1200,2,7,5.41,354,364
0,1300,NA,NA,2.16,83,NA
0,1200,4,7,6.58,-67,NA
0,1200,4,6,8.41,117,84
0,1200,4,5,6.08,31,43
0,1300,3,7,14.08,26,256
0,1300,3,6,8.16,-117,-76
0,1200,NA,NA,12.33,109,130
0,1100,7,1,19.41,479,531
0,1200,4,8,6.75,82,311
0,1100,NA,NA,3.33,14,-8
0,1200,3,6,11.08,-68,-75
0,1200,7,6,15.66,37,26
0,1100,3,1,2.91,-26,25
0,1200,3,9,2,461,648
0,1200,NA,NA,9.08,-113,-26
0,1200,NA,NA,29.91,-60,NA
0,1200,5,4,5.25,-58,NA
0,1200,NA,NA,1.25,-3,NA
0,1200,NA,NA,0.75,-26,-6
0,1200,NA,NA,1.66,-67,NA
0,1200,2,2,1.16,75,16
0,1200,3,8,20.33,-66,10
0,1200,NA,NA,6.33,-14,-79
0,1200,4,7,18.41,1674,1283
0,1200,6,9,19.08,82,109
0,1200,7,3,22.08,893,913
0,1300,1,1,4.83,-163,-20
0,1300,4,6,3.08,251,311
1,1200,3,6,11.75,-24,-23
1,1300,1,6,4.75,-78,-19
0,1300,2,3,4.66,-54,-13
0,1200,6,4,5.83,-56,-62
0,1300,5,6,25.58,-87,-54
0,1300,2,1,3.5,-24,-49
0,1200,7,7,2.33,4,6
0,1200,3,8,12.66,419,460
0,1200,NA,NA,14.91,-66,-114
1,1200,NA,NA,7.33,-83,NA
0,1300,2,NA,0.33,10,-38
0,1100,7,4,7.58,15,22
1,1200,NA,NA,7.16,227,NA
0,1100,NA,NA,21.58,377,NA
0,1200,NA,NA,1.66,11,NA
0,1200,2,4,10.66,48,84
0,1200,6,3,9.33,62,55
0,1200,NA,NA,0.5,14,NA
0,1200,6,5,19.16,390,307
1,1300,NA,NA,3.5,-4,17
0,1200,5,6,17,-47,20
0,1200,2,1,4.83,-5,60
0,1200,7,2,22.08,257,132
0,1300,2,5,7.83,-40,-36
0,1200,5,4,5.5,-27,-95
0,1300,3,1,0.66,128,133
1,1200,5,5,10.75,-36,-34
1,1200,2,5,2.41,-38,-12
0,1200,NA,NA,10.58,11,33
0,1200,4,3,7.91,514,422
0,1200,3,5,3.25,-48,-21
0,1200,NA,NA,20.91,-27,NA
0,1200,5,5,4.33,21,12
1,1300,3,NA,7.41,-97,-203
0,1200,5,9,9.83,-40,NA
0,1200,7,7,26.75,34,NA
1,1200,3,6,3.75,-27,NA
0,1200,4,8,8.5,-46,-56
0,1200,7,4,31.91,6,-123
0,1200,2,NA,3.91,-30,-18
0,1300,NA,NA,12,62,NA
0,1200,7,2,0.5,143,NA
0,1200,3,3,4.66,1,-11
0,1200,2,6,6.91,47,46
0,1200,6,5,9.91,-5,-13
0,1300,NA,NA,31.58,15,NA
0,1200,NA,NA,2.58,-95,NA
1,1200,3,6,7.08,-62,-68
0,1300,1,1,21.41,-165,-139
0,1200,5,6,26.5,-101,105
0,1200,7,1,5.91,-10,4
0,1200,4,6,24,40,38
0,1200,NA,NA,2.75,17,129
1,1200,NA,NA,11.75,151,337
0,1200,5,5,4.58,118,79
0,1200,4,7,14.41,639,632
0,1200,NA,NA,4.75,13,-88
0,1200,3,7,1.66,165,151
0,1300,NA,NA,2.5,-32,-23
0,1200,NA,NA,31.83,311,NA
0,1200,3,9,17.33,-150,-23
1,1200,NA,NA,7.5,226,202
1,1200,NA,NA,2.25,15,-8
0,1200,NA,NA,7.5,-20,-20
0,1200,2,6,10.5,313,265
1,1200,4,6,6,-21,-36
0,1100,6,1,4,-37,-75
0,1200,NA,NA,8.58,121,NA
0,1200,3,4,12.5,-26,-27
0,1100,NA,NA,5.66,-116,-26
0,1200,7,3,27.08,505,-89
0,1200,2,7,4.16,-28,-71
0,1100,NA,NA,4.08,5,NA
0,1300,NA,NA,0.16,-26,NA
1,1200,3,4,6.58,47,38
0,1200,5,9,13.75,67,462
0,1300,2,1,1.66,-9,10
0,1200,6,4,15.16,189,272
0,1300,7,3,9.83,-14,-2
0,1200,2,NA,1.58,-71,-28
0,1200,NA,NA,6.5,-95,NA
1,1200,2,4,2.58,-96,-92
0,1200,NA,NA,9.33,-36,-27
0,1200,6,7,10.33,52,19
0,1200,4,6,7.41,-53,241
1,1200,5,7,4.66,258,78
0,1200,3,6,7.66,-41,-29
1,1200,5,6,3.16,711,267
0,1200,6,9,35.33,1887,3503
1,1200,5,3,20.83,-130,-180
0,1200,NA,NA,6,-26,NA
0,1200,4,7,9.75,68,32
0,1300,NA,NA,24.5,-14,-18
0,1200,6,6,23.25,163,179
0,1300,7,6,19,225,176
0,1200,NA,NA,3.83,179,NA
1,1200,NA,NA,0.58,-5,NA
0,1200,7,4,18.08,-43,NA
0,1300,5,1,23.25,-147,-146
0,1200,2,3,11,336,250
0,1200,NA,4,2.08,-26,-1
0,1200,4,6,15.33,0,27
0,1300,4,1,6.08,-68,-51
0,1200,NA,NA,3.75,-17,NA
0,1200,NA,NA,9.5,164,-66
0,1200,4,9,9.41,793,586
0,1200,NA,NA,2.66,225,NA
0,1200,3,9,14,-156,-162
0,1200,4,6,20.58,65,352
0,1200,4,4,2.58,10,-9
0,1200,3,9,8.91,1261,2447
0,1200,2,NA,1.91,0,199
0,1200,5,7,3.91,55,31
0,1200,2,6,10.75,-155,-163
0,1300,3,7,5.41,82,76
0,1200,2,7,6.5,-1,-2
0,1200,4,6,23.41,889,727
1,1100,6,4,15.66,381,349
0,1200,2,NA,3.41,-36,-27
0,1200,7,7,35.75,253,144
0,1200,4,6,22.33,8,-158
0,1100,2,1,2.25,-9,-12
0,1200,NA,NA,4.33,1164,824
0,1300,5,9,12.41,91,429
1,1200,4,6,11.83,96,96
1,1200,2,5,6.41,99,NA
1,1300,NA,7,5.41,439,813
0,1200,4,9,15,284,NA
0,1100,2,1,3,152,105
0,1300,6,2,28.5,-8,20
0,1200,6,6,4.58,25,NA
0,1200,7,7,26,155,211
0,1200,4,6,3.83,165,125
0,1200,2,3,3.66,0,-30
0,1200,3,8,30.08,-81,-7
0,1200,NA,NA,11.66,152,444
0,1200,5,9,19.41,296,347
0,1300,2,2,15.16,-187,NA
1,1200,5,9,3.75,951,NA
